region_id,name,kind,type,year,quarter,download_mbps,upload_mbps,latency_ms,tile_median_download_mbps,tests,devices,tiles
D-fuzuli,Fuzuli,district,fixed,2024,3,64.584,68.751,10.65,52.278,615.0,191.0,104
D-gadabay,Gadabay,district,fixed,2024,3,79.048,77.885,24.37,54.241,931.0,285.0,185
D-gobustan,Gobustan,district,fixed,2024,3,75.902,66.812,9.44,49.901,442.0,162.0,79
D-goranboy,Goranboy,district,fixed,2024,3,64.923,58.212,13.35,40.226,2227.0,579.0,274
D-goychay,Goychay,district,fixed,2024,3,45.904,56.901,13.44,40.331,2234.0,651.0,247
D-goygol,Goygol,district,fixed,2024,3,58.87,55.439,21.71,47.746,4362.0,1418.0,363
D-hajigabul,Hajigabul,district,fixed,2024,3,66.958,59.344,11.18,51.297,1842.0,529.0,177
D-imishli,Imishli,district,fixed,2024,3,64.438,58.274,12.98,41.52,1520.0,548.0,258
D-ismailli,Ismailli,district,fixed,2024,3,75.426,59.347,11.55,49.44,1986.0,618.0,275
D-jabrayil,Jabrayil,district,fixed,2024,3,29.189,31.383,9.0,29.189,2.0,1.0,1
D-jalilabad,Jalilabad,district,fixed,2024,3,72.68,66.531,14.52,47.215,2147.0,654.0,323
D-julfa,Julfa,district,fixed,2024,3,9.03,9.484,4.0,8.984,12.0,8.0,3
D-kalbajar,Kalbajar,district,fixed,2024,3,30.0,23.973,67.12,24.764,8.0,5.0,3
D-kangarli,Kangarli,district,fixed,2024,3,17.243,2.668,43.75,13.768,4.0,4.0,2
D-khachmaz,Khachmaz,district,fixed,2024,3,67.41,63.826,12.75,39.664,5289.0,1619.0,558
D-khizi,Khizi,district,fixed,2024,3,87.576,84.4,8.26,75.958,660.0,207.0,110
D-khojaly,Khojaly,district,fixed,2024,3,149.745,121.866,9.87,113.331,85.0,45.0,11
D-khojavend,Khojavend,district,fixed,2024,3,36.491,13.986,13.0,36.491,1.0,1.0,1
D-kurdamir,Kurdamir,district,fixed,2024,3,40.98,48.8,24.84,37.343,1094.0,332.0,155
D-lachin,Lachin,district,fixed,2024,3,51.914,52.112,17.28,51.367,72.0,37.0,16
D-lankaran,Lankaran,district,fixed,2024,3,89.592,76.193,14.55,58.729,4340.0,1312.0,447
D-lerik,Lerik,district,fixed,2024,3,49.453,40.966,32.78,3.715,502.0,178.0,89
D-masally,Masally,district,fixed,2024,3,72.052,64.646,13.1,46.399,5149.0,1448.0,536
D-neftchala,Neftchala,district,fixed,2024,3,59.175,62.926,9.95,48.396,2415.0,671.0,237
D-oghuz,Oghuz,district,fixed,2024,3,103.715,83.133,14.87,72.312,603.0,244.0,142
D-qabala,Qabala,district,fixed,2024,3,94.062,78.291,12.45,72.39,3181.0,1217.0,473
D-qakh,Qakh,district,fixed,2024,3,87.539,78.343,14.26,69.092,469.0,222.0,116
D-qazakh,Qazakh,district,fixed,2024,3,44.648,39.415,41.4,40.79,1123.0,340.0,168
D-quba,Quba,district,fixed,2024,3,87.123,77.52,11.91,48.826,3879.0,1487.0,502
D-qubadli,Qubadli,district,fixed,2024,3,27.91,36.067,17.0,36.696,8.0,3.0,2
D-qusar,Qusar,district,fixed,2024,3,79.825,61.183,14.38,41.292,2879.0,1047.0,394
D-saatly,Saatly,district,fixed,2024,3,72.594,61.941,12.83,42.242,1802.0,498.0,234
D-sabirabad,Sabirabad,district,fixed,2024,3,68.478,57.873,13.76,47.763,2127.0,716.0,394
D-salyan,Salyan,district,fixed,2024,3,52.808,54.119,9.96,42.278,2620.0,682.0,291
D-samukh,Samukh,district,fixed,2024,3,71.348,65.271,12.96,58.899,1838.0,519.0,193
D-shabran,Shabran,district,fixed,2024,3,74.498,70.263,13.51,46.558,768.0,289.0,136
D-shaki,Shaki,district,fixed,2024,3,84.862,75.063,10.14,55.454,1873.0,608.0,341
D-shamakhi,Shamakhi,district,fixed,2024,3,77.932,62.691,10.39,50.971,1737.0,527.0,194
D-shamkir,Shamkir,district,fixed,2024,3,51.625,53.83,26.86,42.528,4704.0,1235.0,506
D-sharur,Sharur,district,fixed,2024,3,12.142,14.507,13.0,12.867,17.0,14.0,5
D-shusha,Shusha,district,fixed,2024,3,160.311,181.761,11.0,160.311,1.0,1.0,1
D-siazan,Siazan,district,fixed,2024,3,71.994,63.651,9.28,58.32,897.0,206.0,79
D-tartar,Tartar,district,fixed,2024,3,51.872,57.939,18.76,43.118,1195.0,318.0,157
D-tovuz,Tovuz,district,fixed,2024,3,56.541,48.008,41.88,41.478,1608.0,554.0,307
D-ujar,Ujar,district,fixed,2024,3,72.359,59.063,14.36,49.601,620.0,192.0,122
D-yardymli,Yardymli,district,fixed,2024,3,54.85,63.19,14.94,44.274,856.0,195.0,110
D-yevlakh,Yevlakh,district,fixed,2024,3,69.363,62.958,8.7,48.884,937.0,376.0,187
D-zangilan,Zangilan,district,fixed,2024,3,35.668,43.211,12.26,32.563,61.0,26.0,13
D-zaqatala,Zaqatala,district,fixed,2024,3,118.469,98.654,12.61,82.134,1001.0,424.0,255
D-zardab,Zardab,district,fixed,2024,3,63.214,56.978,20.09,48.07,255.0,107.0,76
C-baku,Baku,city,fixed,2024,4,96.702,94.051,6.25,90.99,173838.0,54029.0,3172
C-ganja,Ganja,city,fixed,2024,4,89.554,85.354,11.16,80.227,7341.0,2173.0,157
C-khankendi,Khankendi,city,fixed,2024,4,323.785,308.071,10.0,323.785,9.0,3.0,1
C-lankaran,Lankaran,city,fixed,2024,4,88.602,84.503,11.87,74.197,1638.0,556.0,65
C-mingachevir,Mingachevir,city,fixed,2024,4,101.262,97.926,9.34,90.943,3207.0,928.0,83
C-nakhchivan,Nakhchivan,city,fixed,2024,4,17.172,18.304,6.54,13.238,762.0,312.0,74
C-shaki,Shaki,city,fixed,2024,4,146.644,138.253,10.39,137.424,584.0,220.0,48
C-shirvan,Shirvan,city,fixed,2024,4,103.978,53.668,16.37,92.216,1009.0,301.0,36
C-shusha,Shusha,city,fixed,2024,4,229.894,261.902,10.91,274.391,11.0,8.0,3
C-sumqayit,Sumqayit,city,fixed,2024,4,86.295,82.398,5.32,80.994,11304.0,3537.0,232
C-yevlakh,Yevlakh,city,fixed,2024,4,111.111,101.707,14.9,91.502,378.0,126.0,37
D-absheron,Absheron,district,fixed,2024,4,94.838,86.93,6.06,86.026,17062.0,5305.0,496
D-agdam,Agdam,district,fixed,2024,4,164.471,141.391,36.38,133.45,367.0,140.0,96
D-agdash,Agdash,district,fixed,2024,4,85.398,86.979,12.03,75.801,1919.0,648.0,225
D-aghjabadi,Aghjabadi,district,fixed,2024,4,86.132,99.028,15.83,55.704,879.0,307.0,160
D-agstafa,Agstafa,district,fixed,2024,4,71.188,72.694,46.37,63.659,1371.0,473.0,199
D-agsu,Agsu,district,fixed,2024,4,102.878,94.401,10.12,66.151,903.0,307.0,156
D-astara,Astara,district,fixed,2024,4,94.533,102.557,15.8,70.282,2565.0,825.0,304
D-babek,Babek,district,fixed,2024,4,11.214,12.512,6.97,9.815,316.0,114.0,67
D-balakan,Balakan,district,fixed,2024,4,121.877,76.824,10.06,86.085,1077.0,346.0,213
D-barda,Barda,district,fixed,2024,4,98.238,86.034,11.61,76.991,2116.0,704.0,291
D-beylagan,Beylagan,district,fixed,2024,4,110.124,149.931,16.08,74.062,972.0,337.0,192
D-bilasuvar,Bilasuvar,district,fixed,2024,4,109.933,110.487,10.32,78.242,1758.0,401.0,205
D-dashkasan,Dashkasan,district,fixed,2024,4,130.035,152.908,28.78,80.451,314.0,80.0,34
D-fuzuli,Fuzuli,district,fixed,2024,4,139.047,128.354,10.89,107.088,615.0,223.0,134
D-gadabay,Gadabay,district,fixed,2024,4,101.229,120.746,21.33,66.306,462.0,188.0,132
D-gobustan,Gobustan,district,fixed,2024,4,106.092,99.936,6.78,59.921,186.0,90.0,55
D-goranboy,Goranboy,district,fixed,2024,4,87.594,93.775,13.13,49.282,1275.0,445.0,232
D-goychay,Goychay,district,fixed,2024,4,118.768,119.323,15.22,80.929,2747.0,753.0,278
D-goygol,Goygol,district,fixed,2024,4,113.445,104.086,21.72,83.633,3815.0,1253.0,342
D-hajigabul,Hajigabul,district,fixed,2024,4,126.814,107.398,18.13,126.514,1458.0,471.0,160
D-imishli,Imishli,district,fixed,2024,4,89.276,101.045,12.63,53.643,1752.0,538.0,247
D-ismailli,Ismailli,district,fixed,2024,4,119.715,101.064,9.43,88.63,897.0,323.0,187
D-jabrayil,Jabrayil,district,fixed,2024,4,36.36,45.265,11.0,33.802,5.0,3.0,2
D-jalilabad,Jalilabad,district,fixed,2024,4,137.907,125.793,13.45,88.05,2126.0,621.0,353
D-julfa,Julfa,district,fixed,2024,4,17.083,19.197,4.5,17.083,4.0,3.0,2
D-kalbajar,Kalbajar,district,fixed,2024,4,17.908,9.33,20.0,17.908,1.0,1.0,1
D-kangarli,Kangarli,district,fixed,2024,4,11.966,1.67,46.6,9.959,15.0,6.0,5
D-khachmaz,Khachmaz,district,fixed,2024,4,100.558,101.415,10.57,60.847,5386.0,1610.0,569
D-khizi,Khizi,district,fixed,2024,4,101.211,108.333,10.42,87.482,484.0,156.0,90
D-khojaly,Khojaly,district,fixed,2024,4,170.887,121.12,14.97,165.311,104.0,49.0,13
D-kurdamir,Kurdamir,district,fixed,2024,4,120.524,147.162,22.61,82.164,1268.0,330.0,158
D-lachin,Lachin,district,fixed,2024,4,98.399,103.14,10.22,49.866,23.0,11.0,9
D-lankaran,Lankaran,district,fixed,2024,4,104.523,101.884,11.72,83.542,3709.0,1219.0,449
D-lerik,Lerik,district,fixed,2024,4,156.686,145.92,14.5,138.623,496.0,154.0,92
D-masally,Masally,district,fixed,2024,4,93.452,92.265,12.63,76.01,4334.0,1212.0,488
D-neftchala,Neftchala,district,fixed,2024,4,112.892,131.705,13.49,89.054,1732.0,572.0,224
D-oghuz,Oghuz,district,fixed,2024,4,162.25,144.703,10.01,117.485,384.0,126.0,90
D-ordubad,Ordubad,district,fixed,2024,4,9.418,9.401,16.1,8.848,40.0,9.0,7
D-qabala,Qabala,district,fixed,2024,4,138.215,129.972,9.87,103.31,1827.0,705.0,364
D-qakh,Qakh,district,fixed,2024,4,172.705,168.216,11.08,153.29,318.0,122.0,89
D-qazakh,Qazakh,district,fixed,2024,4,57.927,58.159,44.02,48.602,711.0,258.0,141
D-quba,Quba,district,fixed,2024,4,111.094,106.147,10.33,79.516,3633.0,1258.0,500
D-qubadli,Qubadli,district,fixed,2024,4,28.067,57.811,25.0,28.067,1.0,1.0,1
D-qusar,Qusar,district,fixed,2024,4,101.804,92.274,12.99,58.228,2857.0,951.0,413
D-saatly,Saatly,district,fixed,2024,4,109.44,101.291,12.36,70.223,1293.0,449.0,238
D-sabirabad,Sabirabad,district,fixed,2024,4,117.102,108.123,13.57,68.214,1806.0,653.0,382
D-salyan,Salyan,district,fixed,2024,4,126.549,125.19,17.78,90.778,2073.0,645.0,316
D-samukh,Samukh,district,fixed,2024,4,110.193,112.895,23.26,106.836,1918.0,481.0,181
D-shabran,Shabran,district,fixed,2024,4,100.59,100.967,9.39,62.06,711.0,257.0,131
D-shaki,Shaki,district,fixed,2024,4,126.798,119.721,9.52,93.08,1248.0,427.0,263
D-shamakhi,Shamakhi,district,fixed,2024,4,106.018,105.861,7.95,78.563,1113.0,365.0,161
D-shamkir,Shamkir,district,fixed,2024,4,90.822,77.543,37.66,65.846,3713.0,1039.0,481
D-sharur,Sharur,district,fixed,2024,4,11.593,13.174,9.85,11.535,26.0,11.0,4
D-shusha,Shusha,district,fixed,2024,4,83.846,227.423,8.5,83.846,2.0,2.0,2
D-siazan,Siazan,district,fixed,2024,4,122.114,100.413,8.15,95.618,696.0,164.0,69
D-tartar,Tartar,district,fixed,2024,4,121.221,186.961,37.44,72.242,1525.0,361.0,202
D-tovuz,Tovuz,district,fixed,2024,4,75.517,71.601,43.1,54.01,1417.0,456.0,271
D-ujar,Ujar,district,fixed,2024,4,113.724,120.573,17.58,66.118,552.0,198.0,138
D-yardymli,Yardymli,district,fixed,2024,4,97.789,139.816,22.9,84.391,773.0,193.0,120
D-yevlakh,Yevlakh,district,fixed,2024,4,113.499,105.21,9.43,80.482,927.0,354.0,170
D-zangilan,Zangilan,district,fixed,2024,4,57.259,64.515,9.9,49.705,42.0,18.0,11
D-zaqatala,Zaqatala,district,fixed,2024,4,168.63,156.066,11.76,118.97,840.0,340.0,233
D-zardab,Zardab,district,fixed,2024,4,111.209,109.997,15.74,56.648,238.0,104.0,73
C-baku,Baku,city,fixed,2025,1,109.76,100.719,5.95,106.373,135769.0,45240.0,3072
C-ganja,Ganja,city,fixed,2025,1,98.1,92.976,12.37,94.287,4712.0,1630.0,157
C-khankendi,Khankendi,city,fixed,2025,1,259.503,176.036,10.0,302.002,4.0,3.0,2
C-lankaran,Lankaran,city,fixed,2025,1,119.108,112.02,10.79,97.935,1464.0,422.0,65
C-mingachevir,Mingachevir,city,fixed,2025,1,104.611,99.2,8.78,101.191,2467.0,694.0,76
C-nakhchivan,Nakhchivan,city,fixed,2025,1,16.164,16.73,32.74,13.744,607.0,271.0,65
C-shaki,Shaki,city,fixed,2025,1,154.868,140.652,9.02,148.606,535.0,178.0,44
C-shirvan,Shirvan,city,fixed,2025,1,122.809,60.834,12.5,120.404,1275.0,314.0,38
C-shusha,Shusha,city,fixed,2025,1,61.102,187.456,10.76,53.608,54.0,10.0,3
C-sumqayit,Sumqayit,city,fixed,2025,1,91.857,83.596,5.39,90.449,9192.0,2865.0,224
C-yevlakh,Yevlakh,city,fixed,2025,1,114.059,92.386,11.03,100.908,261.0,98.0,34
D-absheron,Absheron,district,fixed,2025,1,109.05,99.664,5.41,94.198,13938.0,4585.0,474
D-agdam,Agdam,district,fixed,2025,1,186.701,138.834,16.52,155.26,277.0,135.0,93
D-agdash,Agdash,district,fixed,2025,1,106.611,99.109,9.87,84.489,1411.0,461.0,175
D-aghjabadi,Aghjabadi,district,fixed,2025,1,131.298,113.325,12.4,88.748,775.0,270.0,158
D-agstafa,Agstafa,district,fixed,2025,1,126.107,123.698,20.05,105.145,992.0,375.0,173
D-agsu,Agsu,district,fixed,2025,1,105.943,94.811,8.82,76.992,627.0,285.0,149
D-astara,Astara,district,fixed,2025,1,109.034,107.217,14.95,95.079,1839.0,640.0,281
D-babek,Babek,district,fixed,2025,1,11.388,12.979,33.04,10.064,371.0,105.0,64
D-balakan,Balakan,district,fixed,2025,1,122.937,92.585,10.98,93.878,539.0,236.0,165
D-barda,Barda,district,fixed,2025,1,119.728,102.504,9.92,97.173,1492.0,510.0,242
D-beylagan,Beylagan,district,fixed,2025,1,141.09,128.476,12.02,127.458,687.0,272.0,154
D-bilasuvar,Bilasuvar,district,fixed,2025,1,108.519,106.477,8.5,76.393,936.0,315.0,173
D-dashkasan,Dashkasan,district,fixed,2025,1,147.942,119.228,15.1,98.308,184.0,63.0,31
D-fuzuli,Fuzuli,district,fixed,2025,1,168.102,122.842,14.46,163.081,367.0,142.0,103
D-gadabay,Gadabay,district,fixed,2025,1,95.161,149.55,14.14,66.959,640.0,177.0,125
D-gobustan,Gobustan,district,fixed,2025,1,120.78,114.863,6.32,111.237,222.0,91.0,58
D-goranboy,Goranboy,district,fixed,2025,1,120.465,120.898,9.72,60.78,1023.0,362.0,217
D-goychay,Goychay,district,fixed,2025,1,140.206,113.469,10.26,108.977,1778.0,587.0,241
D-goygol,Goygol,district,fixed,2025,1,119.897,104.054,16.29,92.218,2254.0,866.0,292
D-hajigabul,Hajigabul,district,fixed,2025,1,128.485,89.981,10.05,93.866,916.0,368.0,153
D-imishli,Imishli,district,fixed,2025,1,119.507,121.907,9.21,84.811,1478.0,524.0,205
D-ismailli,Ismailli,district,fixed,2025,1,138.604,111.611,9.87,71.556,605.0,254.0,156
D-jabrayil,Jabrayil,district,fixed,2025,1,14.431,23.402,45.29,3.853,7.0,3.0,3
D-jalilabad,Jalilabad,district,fixed,2025,1,135.434,120.844,11.13,89.608,1716.0,532.0,284
D-julfa,Julfa,district,fixed,2025,1,9.868,10.017,29.18,9.87,39.0,17.0,7
D-kalbajar,Kalbajar,district,fixed,2025,1,41.583,44.543,16.43,19.894,14.0,6.0,5
D-kangarli,Kangarli,district,fixed,2025,1,8.354,5.379,44.73,10.086,48.0,14.0,9
D-khachmaz,Khachmaz,district,fixed,2025,1,101.854,94.834,9.66,77.849,4293.0,1374.0,517
D-khizi,Khizi,district,fixed,2025,1,111.682,116.392,10.77,93.106,253.0,114.0,70
D-khojaly,Khojaly,district,fixed,2025,1,175.745,163.413,10.49,180.62,132.0,52.0,18
D-kurdamir,Kurdamir,district,fixed,2025,1,135.819,128.115,12.85,100.126,1253.0,430.0,204
D-lachin,Lachin,district,fixed,2025,1,70.244,91.068,9.09,56.928,22.0,16.0,7
D-lankaran,Lankaran,district,fixed,2025,1,134.428,128.694,9.77,107.233,2463.0,908.0,413
D-lerik,Lerik,district,fixed,2025,1,124.517,115.106,11.95,115.338,422.0,120.0,76
D-masally,Masally,district,fixed,2025,1,126.135,113.815,9.1,88.425,2732.0,811.0,408
D-neftchala,Neftchala,district,fixed,2025,1,152.487,129.628,12.82,123.639,1034.0,395.0,205
D-oghuz,Oghuz,district,fixed,2025,1,190.467,131.7,9.59,110.342,334.0,138.0,97
D-ordubad,Ordubad,district,fixed,2025,1,11.091,13.806,29.18,11.517,11.0,6.0,3
D-qabala,Qabala,district,fixed,2025,1,137.15,125.521,9.56,98.74,1571.0,579.0,312
D-qakh,Qakh,district,fixed,2025,1,132.684,133.289,15.5,87.552,113.0,70.0,56
D-qazakh,Qazakh,district,fixed,2025,1,119.305,121.205,18.94,88.272,806.0,231.0,147
D-quba,Quba,district,fixed,2025,1,129.076,116.75,8.93,99.964,2950.0,1043.0,434
D-qubadli,Qubadli,district,fixed,2025,1,7.733,1.228,27.0,7.733,1.0,1.0,1
D-qusar,Qusar,district,fixed,2025,1,105.738,92.198,9.68,78.61,2251.0,762.0,347
D-saatly,Saatly,district,fixed,2025,1,116.176,107.303,10.5,57.979,740.0,313.0,187
D-sabirabad,Sabirabad,district,fixed,2025,1,114.458,101.162,12.19,71.536,1217.0,457.0,293
D-salyan,Salyan,district,fixed,2025,1,140.581,126.479,10.42,131.366,1514.0,529.0,265
D-samukh,Samukh,district,fixed,2025,1,107.084,106.227,14.24,103.814,1242.0,319.0,153
D-shabran,Shabran,district,fixed,2025,1,109.606,109.518,9.05,66.235,461.0,199.0,118
D-shaki,Shaki,district,fixed,2025,1,128.714,122.988,9.82,99.005,795.0,322.0,223
D-shamakhi,Shamakhi,district,fixed,2025,1,133.755,113.205,6.74,99.874,705.0,287.0,142
D-shamkir,Shamkir,district,fixed,2025,1,96.892,80.543,21.09,64.719,2666.0,901.0,452
D-sharur,Sharur,district,fixed,2025,1,27.455,25.478,8.82,20.629,17.0,13.0,6
D-shusha,Shusha,district,fixed,2025,1,61.598,197.968,17.0,61.598,1.0,1.0,1
D-siazan,Siazan,district,fixed,2025,1,124.035,96.232,8.18,102.217,525.0,116.0,49
D-tartar,Tartar,district,fixed,2025,1,130.578,145.964,14.72,105.043,1095.0,310.0,165
D-tovuz,Tovuz,district,fixed,2025,1,132.354,123.574,19.95,106.24,990.0,360.0,231
D-ujar,Ujar,district,fixed,2025,1,124.774,122.394,9.23,66.742,314.0,138.0,100
D-yardymli,Yardymli,district,fixed,2025,1,121.483,130.861,16.76,128.462,747.0,199.0,129
D-yevlakh,Yevlakh,district,fixed,2025,1,111.113,109.851,9.15,76.652,695.0,235.0,134
D-zangilan,Zangilan,district,fixed,2025,1,72.989,76.691,10.44,65.223,25.0,12.0,9
D-zaqatala,Zaqatala,district,fixed,2025,1,171.296,146.476,13.64,107.438,496.0,222.0,164
D-zardab,Zardab,district,fixed,2025,1,148.572,133.889,9.82,82.826,93.0,41.0,32
C-baku,Baku,city,fixed,2025,2,127.89,112.798,5.56,127.156,137312.0,46595.0,3187
C-ganja,Ganja,city,fixed,2025,2,106.691,99.528,26.06,103.278,4340.0,1509.0,157
C-khankendi,Khankendi,city,fixed,2025,2,168.171,167.936,8.59,145.841,17.0,11.0,3
C-lankaran,Lankaran,city,fixed,2025,2,142.007,128.301,11.44,124.367,1212.0,403.0,67
C-mingachevir,Mingachevir,city,fixed,2025,2,137.606,122.789,8.51,157.632,3213.0,768.0,88
C-nakhchivan,Nakhchivan,city,fixed,2025,2,17.141,17.258,6.8,13.304,702.0,282.0,67
C-shaki,Shaki,city,fixed,2025,2,124.567,122.727,10.71,111.775,563.0,174.0,44
C-shirvan,Shirvan,city,fixed,2025,2,185.977,119.225,7.57,181.821,1546.0,280.0,36
C-shusha,Shusha,city,fixed,2025,2,146.659,204.426,13.68,202.03,19.0,9.0,2
C-sumqayit,Sumqayit,city,fixed,2025,2,109.047,100.114,5.07,101.97,9616.0,2975.0,236
C-yevlakh,Yevlakh,city,fixed,2025,2,160.068,142.218,8.09,150.466,435.0,130.0,39
D-absheron,Absheron,district,fixed,2025,2,130.888,113.133,4.94,117.958,14226.0,4661.0,514
D-agdam,Agdam,district,fixed,2025,2,179.467,168.272,11.33,172.108,279.0,154.0,113
D-agdash,Agdash,district,fixed,2025,2,145.021,124.881,8.17,108.563,1687.0,477.0,184
D-aghjabadi,Aghjabadi,district,fixed,2025,2,182.068,143.119,11.04,129.405,915.0,298.0,184
D-agstafa,Agstafa,district,fixed,2025,2,155.525,155.258,11.46,135.489,1101.0,417.0,197
D-agsu,Agsu,district,fixed,2025,2,119.91,117.153,8.75,119.661,750.0,298.0,169
D-astara,Astara,district,fixed,2025,2,143.634,136.745,14.97,124.878,1840.0,674.0,306
D-babek,Babek,district,fixed,2025,2,11.788,12.896,7.26,10.971,350.0,141.0,88
D-balakan,Balakan,district,fixed,2025,2,140.427,107.291,10.15,140.539,944.0,330.0,216
D-barda,Barda,district,fixed,2025,2,149.139,132.715,9.34,163.632,1781.0,572.0,302
D-beylagan,Beylagan,district,fixed,2025,2,193.556,172.943,9.77,167.8,705.0,278.0,158
D-bilasuvar,Bilasuvar,district,fixed,2025,2,141.161,128.421,8.9,124.426,1282.0,375.0,208
D-dashkasan,Dashkasan,district,fixed,2025,2,206.628,200.333,11.53,162.497,339.0,146.0,65
D-fuzuli,Fuzuli,district,fixed,2025,2,209.778,166.432,9.81,199.35,439.0,189.0,123
D-gadabay,Gadabay,district,fixed,2025,2,146.984,161.818,13.24,127.71,599.0,230.0,169
D-gobustan,Gobustan,district,fixed,2025,2,152.932,176.529,6.26,120.146,466.0,101.0,70
D-goranboy,Goranboy,district,fixed,2025,2,158.342,145.893,11.72,158.504,1927.0,609.0,306
D-goychay,Goychay,district,fixed,2025,2,146.721,141.124,7.95,157.374,1449.0,517.0,232
D-goygol,Goygol,district,fixed,2025,2,147.448,142.014,21.4,120.149,2305.0,924.0,318
D-hajigabul,Hajigabul,district,fixed,2025,2,159.217,132.187,8.06,167.774,959.0,376.0,147
D-imishli,Imishli,district,fixed,2025,2,155.551,135.614,9.92,109.369,1306.0,448.0,201
D-ismailli,Ismailli,district,fixed,2025,2,148.996,127.38,9.51,85.264,755.0,293.0,179
D-jabrayil,Jabrayil,district,fixed,2025,2,63.098,100.137,9.22,192.917,9.0,4.0,3
D-jalilabad,Jalilabad,district,fixed,2025,2,162.914,149.578,12.77,161.475,1699.0,630.0,346
D-julfa,Julfa,district,fixed,2025,2,9.47,9.596,4.8,9.287,30.0,16.0,7
D-kalbajar,Kalbajar,district,fixed,2025,2,48.785,83.978,13.0,67.337,10.0,6.0,4
D-kangarli,Kangarli,district,fixed,2025,2,23.744,14.235,19.29,11.811,51.0,24.0,15
D-khachmaz,Khachmaz,district,fixed,2025,2,119.688,106.049,9.95,98.496,4111.0,1329.0,526
D-khizi,Khizi,district,fixed,2025,2,176.463,176.68,8.28,183.026,507.0,204.0,119
D-khojaly,Khojaly,district,fixed,2025,2,180.593,153.815,10.2,140.11,152.0,79.0,29
D-kurdamir,Kurdamir,district,fixed,2025,2,165.814,124.122,9.78,154.619,1044.0,340.0,180
D-lachin,Lachin,district,fixed,2025,2,85.484,63.941,20.39,47.25,28.0,24.0,13
D-lankaran,Lankaran,district,fixed,2025,2,143.06,131.577,12.26,117.755,3133.0,1014.0,427
D-lerik,Lerik,district,fixed,2025,2,189.361,182.287,10.34,194.811,1149.0,235.0,157
D-masally,Masally,district,fixed,2025,2,142.429,129.118,9.57,134.452,3607.0,1115.0,492
D-neftchala,Neftchala,district,fixed,2025,2,186.605,158.441,12.87,196.382,1271.0,520.0,235
D-oghuz,Oghuz,district,fixed,2025,2,173.721,156.909,9.71,168.525,730.0,238.0,147
D-ordubad,Ordubad,district,fixed,2025,2,12.943,13.312,21.0,11.783,7.0,6.0,5
D-qabala,Qabala,district,fixed,2025,2,143.666,121.65,9.64,104.118,1449.0,665.0,323
D-qakh,Qakh,district,fixed,2025,2,186.894,182.292,10.33,187.913,470.0,149.0,109
D-qazakh,Qazakh,district,fixed,2025,2,157.191,161.526,10.74,152.499,720.0,262.0,157
D-quba,Quba,district,fixed,2025,2,132.923,111.543,8.55,98.167,2243.0,955.0,409
D-qusar,Qusar,district,fixed,2025,2,123.551,110.133,8.3,93.922,1710.0,672.0,356
D-saatly,Saatly,district,fixed,2025,2,139.759,122.913,9.77,122.062,892.0,355.0,213
D-sabirabad,Sabirabad,district,fixed,2025,2,148.829,133.656,10.52,123.896,1171.0,456.0,306
D-sadarak,Sadarak,district,fixed,2025,2,17.919,23.225,17.0,17.919,1.0,1.0,1
D-salyan,Salyan,district,fixed,2025,2,164.232,149.773,11.69,158.799,1781.0,545.0,271
D-samukh,Samukh,district,fixed,2025,2,114.419,111.453,12.29,109.032,1090.0,364.0,163
D-shabran,Shabran,district,fixed,2025,2,166.154,157.584,7.69,129.798,505.0,214.0,118
D-shaki,Shaki,district,fixed,2025,2,139.483,121.319,9.36,127.256,1471.0,363.0,244
D-shamakhi,Shamakhi,district,fixed,2025,2,154.522,139.133,6.72,141.898,830.0,334.0,187
D-shamkir,Shamkir,district,fixed,2025,2,130.129,126.826,15.36,96.446,2074.0,932.0,480
D-sharur,Sharur,district,fixed,2025,2,16.425,18.538,5.12,15.026,8.0,5.0,4
D-shusha,Shusha,district,fixed,2025,2,35.667,126.64,22.0,35.667,2.0,2.0,1
D-siazan,Siazan,district,fixed,2025,2,130.351,111.273,6.38,124.033,911.0,185.0,79
D-tartar,Tartar,district,fixed,2025,2,176.127,186.073,10.35,181.942,1836.0,506.0,237
D-tovuz,Tovuz,district,fixed,2025,2,157.996,147.381,9.84,132.624,1007.0,398.0,250
D-ujar,Ujar,district,fixed,2025,2,157.151,145.572,10.32,165.678,395.0,179.0,108
D-yardymli,Yardymli,district,fixed,2025,2,191.073,189.251,14.29,242.622,809.0,297.0,187
D-yevlakh,Yevlakh,district,fixed,2025,2,142.443,132.227,8.62,115.162,731.0,276.0,158
D-zangilan,Zangilan,district,fixed,2025,2,77.108,72.784,22.5,43.048,36.0,21.0,14
D-zaqatala,Zaqatala,district,fixed,2025,2,175.367,157.483,12.76,171.216,635.0,279.0,191
D-zardab,Zardab,district,fixed,2025,2,195.365,166.65,8.47,71.116,129.0,53.0,43
C-baku,Baku,city,fixed,2025,3,147.572,132.616,5.26,156.511,133332.0,47921.0,3263
C-ganja,Ganja,city,fixed,2025,3,120.625,115.137,25.03,115.721,4332.0,1456.0,154
C-khankendi,Khankendi,city,fixed,2025,3,228.654,227.741,9.69,258.583,13.0,8.0,3
