region_id,name,kind,type,year,quarter,download_mbps,upload_mbps,latency_ms,tile_median_download_mbps,tests,devices,tiles
C-khankendi,Khankendi,city,mobile,2022,4,6.729,11.618,38.7,8.838,89.0,17.0,4
C-lankaran,Lankaran,city,mobile,2022,4,44.654,12.368,26.45,36.491,111.0,72.0,28
C-mingachevir,Mingachevir,city,mobile,2022,4,29.033,12.527,32.24,27.658,49.0,38.0,20
C-nakhchivan,Nakhchivan,city,mobile,2022,4,29.618,4.51,30.24,28.478,812.0,272.0,69
C-shaki,Shaki,city,mobile,2022,4,29.756,9.753,29.9,26.037,101.0,50.0,27
C-shirvan,Shirvan,city,mobile,2022,4,28.66,8.597,26.72,24.476,25.0,23.0,11
C-shusha,Shusha,city,mobile,2022,4,42.857,3.593,28.75,48.712,8.0,2.0,2
C-sumqayit,Sumqayit,city,mobile,2022,4,38.834,15.969,24.35,34.0,541.0,355.0,139
C-yevlakh,Yevlakh,city,mobile,2022,4,32.18,23.661,25.53,11.464,17.0,10.0,9
D-absheron,Absheron,district,mobile,2022,4,39.931,14.131,25.61,32.169,692.0,445.0,219
D-agdam,Agdam,district,mobile,2022,4,31.234,9.933,30.93,17.206,55.0,25.0,20
D-agdash,Agdash,district,mobile,2022,4,29.56,8.859,28.62,15.314,45.0,37.0,28
D-aghjabadi,Aghjabadi,district,mobile,2022,4,41.556,6.754,36.97,22.565,69.0,41.0,39
D-agstafa,Agstafa,district,mobile,2022,4,37.59,11.696,64.72,28.358,47.0,31.0,26
D-agsu,Agsu,district,mobile,2022,4,31.449,11.023,24.0,29.108,57.0,41.0,33
D-astara,Astara,district,mobile,2022,4,28.169,9.572,37.66,10.972,106.0,47.0,37
D-babek,Babek,district,mobile,2022,4,31.418,4.001,45.44,22.152,110.0,70.0,50
D-balakan,Balakan,district,mobile,2022,4,19.075,9.345,55.05,6.695,87.0,44.0,33
D-barda,Barda,district,mobile,2022,4,36.749,11.714,26.76,27.06,108.0,62.0,50
D-beylagan,Beylagan,district,mobile,2022,4,43.919,12.696,30.74,34.078,46.0,29.0,26
D-bilasuvar,Bilasuvar,district,mobile,2022,4,32.428,10.02,70.23,19.6,104.0,59.0,41
D-dashkasan,Dashkasan,district,mobile,2022,4,55.282,13.739,57.62,70.627,8.0,7.0,5
D-fuzuli,Fuzuli,district,mobile,2022,4,35.011,11.113,35.45,33.816,91.0,50.0,40
D-gadabay,Gadabay,district,mobile,2022,4,30.605,10.656,102.79,15.761,19.0,13.0,13
D-gobustan,Gobustan,district,mobile,2022,4,46.68,10.125,29.19,51.417,21.0,14.0,11
D-goranboy,Goranboy,district,mobile,2022,4,31.967,10.472,28.78,23.24,60.0,48.0,40
D-goychay,Goychay,district,mobile,2022,4,30.361,12.368,35.57,22.215,101.0,58.0,44
D-goygol,Goygol,district,mobile,2022,4,30.118,12.166,33.1,22.068,141.0,81.0,70
D-hajigabul,Hajigabul,district,mobile,2022,4,27.251,10.048,35.82,13.724,112.0,74.0,56
D-imishli,Imishli,district,mobile,2022,4,34.979,10.192,34.58,18.204,101.0,58.0,38
D-ismailli,Ismailli,district,mobile,2022,4,36.883,10.28,41.81,39.085,62.0,39.0,33
D-jabrayil,Jabrayil,district,mobile,2022,4,9.576,3.799,35.86,4.676,14.0,10.0,9
D-jalilabad,Jalilabad,district,mobile,2022,4,32.369,13.675,67.17,25.447,127.0,60.0,50
D-julfa,Julfa,district,mobile,2022,4,18.265,3.34,50.0,17.478,20.0,16.0,13
D-kalbajar,Kalbajar,district,mobile,2022,4,45.642,15.614,27.04,25.79,25.0,14.0,9
D-kangarli,Kangarli,district,mobile,2022,4,40.638,10.516,94.58,38.06,19.0,13.0,7
D-khachmaz,Khachmaz,district,mobile,2022,4,39.233,11.555,31.85,30.113,177.0,118.0,87
D-khizi,Khizi,district,mobile,2022,4,40.763,15.285,47.24,47.18,21.0,16.0,15
D-khojaly,Khojaly,district,mobile,2022,4,15.001,13.438,50.12,9.409,280.0,146.0,59
D-khojavend,Khojavend,district,mobile,2022,4,24.485,9.177,43.97,25.924,36.0,15.0,14
D-kurdamir,Kurdamir,district,mobile,2022,4,37.567,17.501,31.67,19.327,30.0,25.0,23
D-lachin,Lachin,district,mobile,2022,4,14.257,7.292,68.96,5.046,23.0,11.0,10
D-lankaran,Lankaran,district,mobile,2022,4,49.121,13.94,24.97,32.8,151.0,89.0,72
D-lerik,Lerik,district,mobile,2022,4,34.416,7.248,21.86,37.308,14.0,7.0,6
D-masally,Masally,district,mobile,2022,4,24.923,7.758,37.75,26.087,344.0,123.0,103
D-neftchala,Neftchala,district,mobile,2022,4,38.491,6.599,105.22,28.755,36.0,29.0,22
D-oghuz,Oghuz,district,mobile,2022,4,31.282,7.55,51.2,26.699,30.0,21.0,18
D-ordubad,Ordubad,district,mobile,2022,4,19.883,3.422,61.0,12.916,20.0,16.0,16
D-qabala,Qabala,district,mobile,2022,4,25.286,9.404,34.94,16.09,116.0,84.0,64
D-qakh,Qakh,district,mobile,2022,4,32.998,5.852,29.58,26.015,59.0,23.0,21
D-qazakh,Qazakh,district,mobile,2022,4,37.939,13.92,44.07,28.767,29.0,18.0,15
D-quba,Quba,district,mobile,2022,4,41.304,11.493,24.31,33.412,172.0,122.0,82
D-qubadli,Qubadli,district,mobile,2022,4,36.009,22.194,24.43,17.516,7.0,4.0,4
D-qusar,Qusar,district,mobile,2022,4,34.79,11.577,28.98,35.047,81.0,56.0,39
D-saatly,Saatly,district,mobile,2022,4,25.7,9.362,40.28,24.916,32.0,23.0,20
D-sabirabad,Sabirabad,district,mobile,2022,4,27.55,9.155,48.96,27.308,72.0,44.0,38
D-sadarak,Sadarak,district,mobile,2022,4,19.61,2.327,31.4,16.544,10.0,4.0,4
D-salyan,Salyan,district,mobile,2022,4,33.751,11.515,31.51,23.504,70.0,51.0,42
D-samukh,Samukh,district,mobile,2022,4,31.014,12.79,26.96,26.604,45.0,32.0,28
D-shabran,Shabran,district,mobile,2022,4,25.176,8.304,28.36,15.344,50.0,32.0,23
D-shahbuz,Shahbuz,district,mobile,2022,4,28.749,3.238,91.7,18.702,23.0,13.0,12
D-shaki,Shaki,district,mobile,2022,4,29.639,8.204,34.71,20.678,68.0,55.0,48
D-shamakhi,Shamakhi,district,mobile,2022,4,37.755,10.355,28.85,32.812,46.0,37.0,34
D-shamkir,Shamkir,district,mobile,2022,4,35.991,10.441,35.67,25.234,104.0,72.0,60
D-sharur,Sharur,district,mobile,2022,4,16.004,3.467,46.9,13.825,31.0,26.0,22
D-shusha,Shusha,district,mobile,2022,4,31.713,6.312,43.33,34.504,3.0,2.0,2
D-siazan,Siazan,district,mobile,2022,4,53.831,18.311,27.06,26.732,34.0,19.0,13
D-tartar,Tartar,district,mobile,2022,4,21.64,7.685,30.34,12.886,71.0,34.0,28
D-tovuz,Tovuz,district,mobile,2022,4,22.543,7.311,68.61,9.215,23.0,19.0,16
D-ujar,Ujar,district,mobile,2022,4,35.529,15.192,40.29,24.427,21.0,15.0,13
D-yardymli,Yardymli,district,mobile,2022,4,31.77,14.687,52.17,24.619,18.0,9.0,9
D-yevlakh,Yevlakh,district,mobile,2022,4,36.73,11.322,29.94,21.745,18.0,14.0,13
D-zangilan,Zangilan,district,mobile,2022,4,32.962,10.463,55.3,29.819,27.0,14.0,11
D-zaqatala,Zaqatala,district,mobile,2022,4,22.202,10.544,41.19,22.778,111.0,60.0,47
D-zardab,Zardab,district,mobile,2022,4,68.851,14.886,57.0,39.203,6.0,4.0,3
C-baku,Baku,city,mobile,2023,1,48.49,18.363,26.78,35.328,9179.0,5899.0,1704
C-ganja,Ganja,city,mobile,2023,1,40.344,11.646,48.7,30.058,438.0,240.0,102
C-khankendi,Khankendi,city,mobile,2023,1,8.168,11.914,50.41,11.39,44.0,16.0,4
C-lankaran,Lankaran,city,mobile,2023,1,43.493,13.882,26.47,38.588,100.0,74.0,27
C-mingachevir,Mingachevir,city,mobile,2023,1,32.53,14.26,31.56,25.841,72.0,53.0,31
C-nakhchivan,Nakhchivan,city,mobile,2023,1,41.474,11.78,40.8,36.858,719.0,322.0,68
C-shaki,Shaki,city,mobile,2023,1,32.161,13.092,37.59,29.662,98.0,43.0,22
C-shirvan,Shirvan,city,mobile,2023,1,28.895,10.052,31.48,26.919,56.0,35.0,19
C-shusha,Shusha,city,mobile,2023,1,15.177,27.619,35.0,15.177,2.0,2.0,1
C-sumqayit,Sumqayit,city,mobile,2023,1,37.377,15.291,29.26,30.3,548.0,371.0,148
C-yevlakh,Yevlakh,city,mobile,2023,1,37.689,11.213,72.62,28.405,26.0,16.0,13
D-absheron,Absheron,district,mobile,2023,1,33.366,14.107,31.11,28.168,969.0,538.0,217
D-agdam,Agdam,district,mobile,2023,1,29.151,9.787,53.25,17.725,61.0,37.0,29
D-agdash,Agdash,district,mobile,2023,1,42.875,16.265,29.85,23.156,66.0,42.0,33
D-aghjabadi,Aghjabadi,district,mobile,2023,1,52.949,14.926,28.57,22.701,68.0,47.0,43
D-agstafa,Agstafa,district,mobile,2023,1,38.225,11.346,67.5,38.648,68.0,45.0,37
D-agsu,Agsu,district,mobile,2023,1,37.643,14.342,25.01,29.403,79.0,40.0,30
D-astara,Astara,district,mobile,2023,1,34.394,11.052,48.78,19.652,86.0,54.0,42
D-babek,Babek,district,mobile,2023,1,37.895,11.897,43.24,23.069,182.0,101.0,65
D-balakan,Balakan,district,mobile,2023,1,29.394,11.507,59.98,6.937,130.0,59.0,41
D-barda,Barda,district,mobile,2023,1,28.896,10.701,52.49,22.435,167.0,91.0,70
D-beylagan,Beylagan,district,mobile,2023,1,44.609,9.228,28.76,23.43,68.0,34.0,31
D-bilasuvar,Bilasuvar,district,mobile,2023,1,50.216,11.919,61.92,34.37,95.0,47.0,36
D-dashkasan,Dashkasan,district,mobile,2023,1,10.735,12.103,27.62,12.911,13.0,4.0,3
D-fuzuli,Fuzuli,district,mobile,2023,1,69.535,16.849,38.87,32.013,62.0,44.0,34
D-gadabay,Gadabay,district,mobile,2023,1,20.514,6.049,98.35,7.957,31.0,20.0,20
D-gobustan,Gobustan,district,mobile,2023,1,38.896,7.237,21.67,48.766,9.0,9.0,9
D-goranboy,Goranboy,district,mobile,2023,1,40.792,17.332,41.02,28.991,55.0,35.0,29
D-goychay,Goychay,district,mobile,2023,1,26.296,9.67,53.58,20.332,103.0,61.0,48
D-goygol,Goygol,district,mobile,2023,1,34.719,10.346,31.28,25.39,143.0,101.0,77
D-hajigabul,Hajigabul,district,mobile,2023,1,37.694,8.891,28.16,18.488,109.0,68.0,57
D-imishli,Imishli,district,mobile,2023,1,33.223,11.839,31.13,25.64,77.0,55.0,36
D-ismailli,Ismailli,district,mobile,2023,1,36.295,7.832,77.28,33.378,53.0,39.0,34
D-jabrayil,Jabrayil,district,mobile,2023,1,23.958,9.047,34.5,7.608,12.0,8.0,7
D-jalilabad,Jalilabad,district,mobile,2023,1,45.194,16.328,78.49,37.796,196.0,63.0,51
D-julfa,Julfa,district,mobile,2023,1,30.753,5.506,35.58,17.783,50.0,37.0,23
D-kalbajar,Kalbajar,district,mobile,2023,1,22.289,3.026,53.92,7.091,12.0,9.0,9
D-kangarli,Kangarli,district,mobile,2023,1,44.139,13.309,78.7,28.8,60.0,31.0,22
D-khachmaz,Khachmaz,district,mobile,2023,1,42.986,14.05,36.03,32.402,269.0,154.0,111
D-khizi,Khizi,district,mobile,2023,1,34.967,12.74,41.75,13.304,20.0,18.0,16
D-khojaly,Khojaly,district,mobile,2023,1,12.004,10.806,50.29,5.963,243.0,114.0,53
D-khojavend,Khojavend,district,mobile,2023,1,51.151,18.361,37.62,47.723,13.0,9.0,7
D-kurdamir,Kurdamir,district,mobile,2023,1,37.602,14.292,33.11,29.17,47.0,34.0,28
D-lachin,Lachin,district,mobile,2023,1,26.67,7.392,30.46,13.437,28.0,9.0,7
D-lankaran,Lankaran,district,mobile,2023,1,33.492,11.381,30.17,16.338,135.0,89.0,76
D-lerik,Lerik,district,mobile,2023,1,40.026,7.432,31.96,39.031,23.0,9.0,9
D-masally,Masally,district,mobile,2023,1,44.01,11.349,28.06,32.826,102.0,65.0,50
D-neftchala,Neftchala,district,mobile,2023,1,41.932,8.222,52.51,30.649,79.0,45.0,35
D-oghuz,Oghuz,district,mobile,2023,1,46.202,11.9,48.23,31.822,22.0,13.0,11
D-ordubad,Ordubad,district,mobile,2023,1,36.218,7.375,48.33,33.472,58.0,47.0,33
D-qabala,Qabala,district,mobile,2023,1,29.027,10.192,39.09,18.162,159.0,98.0,72
D-qakh,Qakh,district,mobile,2023,1,26.389,8.82,27.64,8.269,39.0,23.0,19
D-qazakh,Qazakh,district,mobile,2023,1,50.789,14.946,44.57,39.38,60.0,35.0,29
D-quba,Quba,district,mobile,2023,1,45.14,16.484,35.2,39.53,157.0,100.0,73
D-qubadli,Qubadli,district,mobile,2023,1,56.268,8.778,23.33,58.816,3.0,3.0,3
D-qusar,Qusar,district,mobile,2023,1,47.464,13.847,33.0,31.202,92.0,74.0,64
D-saatly,Saatly,district,mobile,2023,1,24.968,9.178,25.96,19.77,50.0,30.0,26
D-sabirabad,Sabirabad,district,mobile,2023,1,31.671,9.08,41.54,17.589,57.0,44.0,41
D-sadarak,Sadarak,district,mobile,2023,1,34.66,23.022,25.81,27.226,16.0,9.0,7
D-salyan,Salyan,district,mobile,2023,1,26.05,8.672,29.15,20.508,117.0,68.0,52
D-samukh,Samukh,district,mobile,2023,1,32.791,8.792,96.08,21.986,80.0,46.0,37
D-shabran,Shabran,district,mobile,2023,1,33.673,17.208,48.74,26.788,50.0,38.0,34
D-shahbuz,Shahbuz,district,mobile,2023,1,17.388,7.924,52.43,13.734,28.0,20.0,14
D-shaki,Shaki,district,mobile,2023,1,25.845,8.678,41.09,14.787,94.0,52.0,44
D-shamakhi,Shamakhi,district,mobile,2023,1,30.732,10.597,41.33,16.99,36.0,26.0,23
D-shamkir,Shamkir,district,mobile,2023,1,47.528,12.209,50.74,29.023,125.0,89.0,72
D-sharur,Sharur,district,mobile,2023,1,42.114,9.353,46.22,38.59,65.0,36.0,30
D-shusha,Shusha,district,mobile,2023,1,17.738,8.71,28.67,21.528,3.0,3.0,3
D-siazan,Siazan,district,mobile,2023,1,36.353,13.489,34.51,20.199,53.0,25.0,21
D-tartar,Tartar,district,mobile,2023,1,25.275,11.713,40.61,10.309,82.0,45.0,37
D-tovuz,Tovuz,district,mobile,2023,1,25.47,9.656,64.59,20.907,34.0,27.0,24
D-ujar,Ujar,district,mobile,2023,1,38.597,18.621,47.97,26.194,58.0,37.0,27
D-yardymli,Yardymli,district,mobile,2023,1,94.961,34.275,23.81,31.394,70.0,10.0,10
D-yevlakh,Yevlakh,district,mobile,2023,1,37.127,15.492,68.56,24.947,64.0,30.0,27
D-zangilan,Zangilan,district,mobile,2023,1,40.181,9.372,32.15,39.418,39.0,11.0,11
D-zaqatala,Zaqatala,district,mobile,2023,1,27.447,8.953,69.84,22.631,130.0,81.0,49
D-zardab,Zardab,district,mobile,2023,1,40.043,15.936,32.6,42.733,15.0,13.0,13
C-baku,Baku,city,mobile,2023,2,56.834,19.795,25.7,39.415,8001.0,5522.0,1695
C-ganja,Ganja,city,mobile,2023,2,50.778,15.823,41.57,39.421,398.0,275.0,109
C-khankendi,Khankendi,city,mobile,2023,2,81.486,15.392,50.79,43.905,139.0,18.0,5
C-lankaran,Lankaran,city,mobile,2023,2,43.052,13.058,33.26,36.692,141.0,107.0,32
C-mingachevir,Mingachevir,city,mobile,2023,2,36.806,15.036,34.37,28.702,86.0,56.0,32
C-nakhchivan,Nakhchivan,city,mobile,2023,2,41.342,16.835,46.92,36.382,382.0,187.0,56
C-shaki,Shaki,city,mobile,2023,2,46.408,17.071,29.44,30.551,139.0,70.0,33
C-shirvan,Shirvan,city,mobile,2023,2,26.039,8.514,42.02,19.962,53.0,28.0,14
C-shusha,Shusha,city,mobile,2023,2,58.795,32.492,32.0,58.795,4.0,2.0,1
C-sumqayit,Sumqayit,city,mobile,2023,2,52.501,18.279,29.63,37.618,455.0,324.0,132
C-yevlakh,Yevlakh,city,mobile,2023,2,38.503,12.171,43.11,37.406,38.0,29.0,18
D-absheron,Absheron,district,mobile,2023,2,41.264,15.67,25.44,35.11,600.0,402.0,203
D-agdam,Agdam,district,mobile,2023,2,32.537,12.435,34.9,20.008,49.0,28.0,21
D-agdash,Agdash,district,mobile,2023,2,30.058,11.324,34.07,33.1,119.0,44.0,38
D-aghjabadi,Aghjabadi,district,mobile,2023,2,42.628,11.704,25.97,26.446,76.0,32.0,26
D-agstafa,Agstafa,district,mobile,2023,2,34.941,12.789,79.94,30.286,68.0,47.0,36
D-agsu,Agsu,district,mobile,2023,2,52.628,16.35,38.09,47.29,56.0,39.0,34
D-astara,Astara,district,mobile,2023,2,42.837,12.893,36.93,23.76,89.0,49.0,42
D-babek,Babek,district,mobile,2023,2,38.766,13.439,51.11,31.665,106.0,66.0,45
D-balakan,Balakan,district,mobile,2023,2,30.958,10.804,42.69,20.799,114.0,57.0,36
D-barda,Barda,district,mobile,2023,2,46.851,15.62,58.0,36.574,238.0,111.0,68
D-beylagan,Beylagan,district,mobile,2023,2,47.644,9.651,24.32,34.581,41.0,34.0,27
D-bilasuvar,Bilasuvar,district,mobile,2023,2,45.685,15.804,33.12,43.34,50.0,32.0,26
D-dashkasan,Dashkasan,district,mobile,2023,2,50.77,17.48,36.31,32.102,13.0,11.0,10
D-fuzuli,Fuzuli,district,mobile,2023,2,68.468,17.254,49.61,26.936,109.0,48.0,35
D-gadabay,Gadabay,district,mobile,2023,2,17.99,4.369,97.53,13.326,38.0,24.0,16
D-gobustan,Gobustan,district,mobile,2023,2,46.425,7.851,35.59,36.664,17.0,12.0,12
D-goranboy,Goranboy,district,mobile,2023,2,44.658,14.48,47.37,40.06,65.0,38.0,32
D-goychay,Goychay,district,mobile,2023,2,42.242,14.083,50.53,35.718,99.0,58.0,43
D-goygol,Goygol,district,mobile,2023,2,44.75,11.999,30.63,37.19,202.0,111.0,88
D-hajigabul,Hajigabul,district,mobile,2023,2,37.007,11.596,25.5,30.531,138.0,92.0,74
D-imishli,Imishli,district,mobile,2023,2,28.603,9.717,26.33,22.59,49.0,41.0,34
D-ismailli,Ismailli,district,mobile,2023,2,38.549,11.719,34.98,34.044,65.0,45.0,36
D-jabrayil,Jabrayil,district,mobile,2023,2,40.072,14.072,37.33,19.763,12.0,10.0,9
D-jalilabad,Jalilabad,district,mobile,2023,2,35.159,16.551,58.74,23.513,114.0,71.0,61
D-julfa,Julfa,district,mobile,2023,2,31.807,10.109,43.0,14.848,42.0,32.0,22
D-kalbajar,Kalbajar,district,mobile,2023,2,40.724,10.951,25.51,21.802,37.0,23.0,20
D-kangarli,Kangarli,district,mobile,2023,2,47.227,16.117,69.11,41.307,37.0,25.0,21
D-khachmaz,Khachmaz,district,mobile,2023,2,35.615,11.736,36.28,22.664,186.0,128.0,95
D-khizi,Khizi,district,mobile,2023,2,41.933,10.539,30.0,31.201,19.0,16.0,16
D-khojaly,Khojaly,district,mobile,2023,2,49.198,19.155,31.38,18.143,323.0,143.0,59
D-khojavend,Khojavend,district,mobile,2023,2,19.992,10.888,32.19,15.994,32.0,22.0,20
D-kurdamir,Kurdamir,district,mobile,2023,2,26.786,11.203,25.23,24.802,91.0,41.0,34
D-lachin,Lachin,district,mobile,2023,2,22.452,12.269,32.23,15.129,56.0,26.0,23
D-lankaran,Lankaran,district,mobile,2023,2,31.195,10.883,26.51,30.039,144.0,94.0,76
D-lerik,Lerik,district,mobile,2023,2,58.488,18.0,27.47,47.276,38.0,24.0,16
D-masally,Masally,district,mobile,2023,2,51.104,14.087,37.8,37.308,119.0,93.0,77
D-neftchala,Neftchala,district,mobile,2023,2,44.564,10.653,49.11,41.243,89.0,54.0,43
D-oghuz,Oghuz,district,mobile,2023,2,55.375,16.191,35.34,55.366,29.0,21.0,20
D-ordubad,Ordubad,district,mobile,2023,2,28.594,6.183,61.33,18.184,27.0,16.0,16
D-qabala,Qabala,district,mobile,2023,2,44.476,12.435,46.5,26.019,157.0,111.0,82
D-qakh,Qakh,district,mobile,2023,2,55.894,17.58,36.49,42.98,41.0,28.0,21
D-qazakh,Qazakh,district,mobile,2023,2,61.448,17.969,39.84,28.873,44.0,22.0,19
D-quba,Quba,district,mobile,2023,2,39.145,13.265,37.75,33.761,178.0,121.0,83
D-qubadli,Qubadli,district,mobile,2023,2,37.612,8.473,28.67,17.441,6.0,3.0,3
D-qusar,Qusar,district,mobile,2023,2,39.181,14.201,30.08,38.574,106.0,77.0,64
D-saatly,Saatly,district,mobile,2023,2,43.265,14.324,25.24,34.416,51.0,34.0,27
D-sabirabad,Sabirabad,district,mobile,2023,2,30.709,9.273,78.97,20.831,98.0,69.0,55
D-sadarak,Sadarak,district,mobile,2023,2,57.833,15.538,36.97,58.391,32.0,12.0,9
D-salyan,Salyan,district,mobile,2023,2,30.32,9.517,34.45,20.376,121.0,77.0,65
D-samukh,Samukh,district,mobile,2023,2,37.385,9.591,61.1,26.714,49.0,40.0,37
D-shabran,Shabran,district,mobile,2023,2,49.32,19.522,32.44,17.446,50.0,34.0,28
D-shahbuz,Shahbuz,district,mobile,2023,2,26.659,9.116,22.0,26.659,2.0,2.0,2
D-shaki,Shaki,district,mobile,2023,2,31.614,12.205,25.53,24.746,68.0,44.0,38
D-shamakhi,Shamakhi,district,mobile,2023,2,34.765,9.694,51.61,27.206,46.0,39.0,34
D-shamkir,Shamkir,district,mobile,2023,2,51.333,11.195,32.96,35.844,80.0,67.0,54
D-sharur,Sharur,district,mobile,2023,2,41.159,13.951,31.55,29.133,102.0,34.0,28
D-shusha,Shusha,district,mobile,2023,2,32.254,3.082,21.0,32.254,1.0,1.0,1
D-siazan,Siazan,district,mobile,2023,2,43.614,20.356,72.0,36.627,48.0,26.0,21
D-tartar,Tartar,district,mobile,2023,2,37.058,12.911,32.44,26.391,55.0,38.0,31
D-tovuz,Tovuz,district,mobile,2023,2,44.001,10.916,37.84,41.598,49.0,34.0,27
D-ujar,Ujar,district,mobile,2023,2,44.526,11.277,28.51,32.094,69.0,40.0,34
D-yardymli,Yardymli,district,mobile,2023,2,103.224,16.103,19.43,93.724,7.0,5.0,4
D-yevlakh,Yevlakh,district,mobile,2023,2,26.314,6.179,33.83,29.858,40.0,21.0,19
D-zangilan,Zangilan,district,mobile,2023,2,55.912,15.035,34.88,49.033,26.0,10.0,9
D-zaqatala,Zaqatala,district,mobile,2023,2,35.52,11.585,62.04,28.044,126.0,84.0,52
D-zardab,Zardab,district,mobile,2023,2,86.65,9.52,59.95,57.836,20.0,12.0,10
C-baku,Baku,city,mobile,2023,3,52.204,19.97,27.13,40.512,8757.0,5765.0,1715
C-ganja,Ganja,city,mobile,2023,3,58.274,18.196,29.61,44.758,362.0,243.0,105
C-khankendi,Khankendi,city,mobile,2023,3,16.606,20.9,44.8,16.082,40.0,10.0,2
C-lankaran,Lankaran,city,mobile,2023,3,50.523,17.709,27.2,44.78,109.0,70.0,32
C-mingachevir,Mingachevir,city,mobile,2023,3,59.127,17.579,33.52,56.846,103.0,72.0,37
C-nakhchivan,Nakhchivan,city,mobile,2023,3,46.509,16.888,40.85,41.006,248.0,146.0,53
C-shaki,Shaki,city,mobile,2023,3,43.597,17.499,45.61,37.083,98.0,69.0,29
C-shirvan,Shirvan,city,mobile,2023,3,30.28,12.175,28.46,23.469,54.0,30.0,17
C-shusha,Shusha,city,mobile,2023,3,36.637,25.771,17.0,36.637,4.0,3.0,1
C-sumqayit,Sumqayit,city,mobile,2023,3,50.772,14.897,27.49,35.753,398.0,281.0,121
C-yevlakh,Yevlakh,city,mobile,2023,3,32.894,9.114,38.44,19.37,36.0,23.0,20
D-absheron,Absheron,district,mobile,2023,3,44.238,15.18,28.75,39.731,673.0,477.0,241
D-agdam,Agdam,district,mobile,2023,3,28.9,10.387,35.69,27.886,55.0,37.0,27
D-agdash,Agdash,district,mobile,2023,3,43.761,13.342,37.18,38.506,102.0,57.0,42
D-aghjabadi,Aghjabadi,district,mobile,2023,3,82.371,16.025,29.41,23.76,75.0,36.0,34
D-agstafa,Agstafa,district,mobile,2023,3,30.939,11.543,59.29,27.801,90.0,50.0,30
D-agsu,Agsu,district,mobile,2023,3,53.693,18.023,30.81,40.742,117.0,53.0,44
D-astara,Astara,district,mobile,2023,3,41.25,13.4,41.87,31.634,108.0,74.0,54
D-babek,Babek,district,mobile,2023,3,35.264,10.263,44.58,20.776,130.0,65.0,54
D-balakan,Balakan,district,mobile,2023,3,32.891,10.519,45.34,21.129,94.0,63.0,44
D-barda,Barda,district,mobile,2023,3,43.652,12.123,54.68,32.098,146.0,63.0,45
D-beylagan,Beylagan,district,mobile,2023,3,45.619,14.844,32.96,30.848,76.0,49.0,35
D-bilasuvar,Bilasuvar,district,mobile,2023,3,31.27,8.753,53.77,29.962,52.0,37.0,26
D-dashkasan,Dashkasan,district,mobile,2023,3,39.782,10.037,33.14,44.402,43.0,20.0,17
D-fuzuli,Fuzuli,district,mobile,2023,3,39.277,13.811,53.25,26.908,110.0,45.0,31
D-gadabay,Gadabay,district,mobile,2023,3,24.104,10.867,79.96,12.468,52.0,39.0,37
D-gobustan,Gobustan,district,mobile,2023,3,74.811,14.759,20.69,67.739,13.0,11.0,11
D-goranboy,Goranboy,district,mobile,2023,3,36.488,12.257,34.51,17.494,95.0,54.0,43
D-goychay,Goychay,district,mobile,2023,3,37.534,12.398,37.21,30.496,76.0,59.0,48
D-goygol,Goygol,district,mobile,2023,3,53.536,15.596,34.41,46.83,137.0,105.0,78
D-hajigabul,Hajigabul,district,mobile,2023,3,34.532,9.927,26.9,25.625,119.0,81.0,68
D-imishli,Imishli,district,mobile,2023,3,39.638,12.696,37.6,24.876,88.0,62.0,40
D-ismailli,Ismailli,district,mobile,2023,3,36.684,12.738,25.85,31.591,112.0,73.0,60
D-jabrayil,Jabrayil,district,mobile,2023,3,21.168,11.56,45.4,5.497,10.0,8.0,7
D-jalilabad,Jalilabad,district,mobile,2023,3,42.344,11.93,56.01,27.698,117.0,66.0,55
D-julfa,Julfa,district,mobile,2023,3,38.476,15.76,33.19,45.114,27.0,20.0,16
D-kalbajar,Kalbajar,district,mobile,2023,3,51.973,7.757,50.26,17.012,19.0,14.0,12
D-kangarli,Kangarli,district,mobile,2023,3,64.502,19.198,104.79,34.496,29.0,22.0,18
D-khachmaz,Khachmaz,district,mobile,2023,3,40.789,12.531,28.67,32.916,248.0,169.0,122
D-khizi,Khizi,district,mobile,2023,3,44.983,17.15,24.42,45.463,26.0,19.0,19
D-khojaly,Khojaly,district,mobile,2023,3,90.661,15.328,40.1,36.418,377.0,115.0,44
D-khojavend,Khojavend,district,mobile,2023,3,28.354,12.088,39.83,24.689,46.0,21.0,20
D-kurdamir,Kurdamir,district,mobile,2023,3,35.71,10.559,28.5,30.424,46.0,34.0,28
D-lachin,Lachin,district,mobile,2023,3,25.693,17.416,53.47,17.232,57.0,36.0,24
D-lankaran,Lankaran,district,mobile,2023,3,49.875,13.076,30.08,33.176,182.0,114.0,91
D-lerik,Lerik,district,mobile,2023,3,48.735,13.23,29.04,43.461,51.0,26.0,23
D-masally,Masally,district,mobile,2023,3,56.297,11.024,38.28,39.22,236.0,120.0,91
D-neftchala,Neftchala,district,mobile,2023,3,56.028,13.524,45.66,42.866,61.0,42.0,31
D-oghuz,Oghuz,district,mobile,2023,3,33.628,10.285,32.56,21.833,25.0,20.0,19
D-ordubad,Ordubad,district,mobile,2023,3,38.9,11.686,36.74,22.495,38.0,26.0,22
D-qabala,Qabala,district,mobile,2023,3,42.996,10.841,45.58,24.6,180.0,131.0,104
D-qakh,Qakh,district,mobile,2023,3,51.711,13.161,26.71,41.528,96.0,67.0,54
